name,label,epochs,best_val_acc,best_acc_epoch,best_val_loss,best_loss_epoch,final_val_acc,final_val_loss,final_train_ce
exp6_cfg01_scent_ref,SCENT ref,20,0.25832100785683565,14,9.709654093551487,19,0.25746084694380633,9.709654093551487,9.383667163146464
exp6_cfg02_scent_warmup_ref,SCENT + warmup,20,0.26284209753385573,14,9.712217171421681,19,0.2611952040784215,9.712217171421681,9.357688618336784
exp6_cfg03_inner_storm,Inner-STORM,20,0.28875182259705656,18,10.456778789736786,19,0.28875182259705656,10.456778789736786,10.17569059561174
exp6_cfg04_warmup_inner_storm_delayed,Warmup + Inner-STORM,20,0.29129034626721634,19,10.377958064360342,19,0.29129034626721634,10.377958064360342,10.075602929579572
exp6_cfg05_warmup_inner_storm_weak,Warmup + weak Inner-STORM,20,0.29585339501316466,19,10.443203059675445,19,0.29585339501316466,10.443203059675445,10.156303269038064
